claim_id,policy_id,customer_id,claim_amount,claim_status,event_date,updated_at
CLM003061,POL001533,CUST000827,780.62,APPROVED,2026-04-22,2026-05-14 00:00:00
CLM004430,POL000797,CUST002042,5567.51,CLOSED,2026-04-22,2026-05-14 00:00:00
CLM005306,POL000800,CUST000970,9998.9,REJECTED,2026-04-26,2026-05-11 01:00:00
CLM004507,POL000682,CUST001556,2129.72,CLOSED,2026-04-23,2026-05-14 00:00:00
CLM005489,POL000998,CUST000350,2942.62,CLOSED,2026-05-03,2026-05-12 05:00:00
CLM005743,POL000085,CUST002178,1717.74,REJECTED,2026-05-14,2026-05-11 22:00:00
CLM005638,POL000862,CUST001708,8972.81,REJECTED,2026-05-03,2026-05-13 09:00:00
CLM005650,POL001516,CUST000314,6982.05,PENDING,2026-05-10,2026-05-13 20:00:00
CLM005128,POL001899,CUST002478,6962.54,PENDING,2026-05-07,2026-05-12 04:00:00
CLM005567,POL001901,CUST002294,11734.16,APPROVED,2026-05-03,2026-05-12 13:00:00
CLM002420,POL001835,CUST001309,5185.91,APPROVED,2026-04-25,2026-05-14 00:00:00
CLM005074,POL000488,CUST001703,1343.78,CLOSED,2026-04-25,2026-05-12 09:00:00
CLM004805,POL001497,CUST000979,6457.39,CLOSED,2026-04-22,2026-05-14 00:00:00
CLM005763,POL000476,CUST002272,2048.22,REJECTED,2026-05-09,2026-05-14 00:00:00
CLM000675,POL001559,CUST002930,9636.07,APPROVED,2026-04-22,2026-05-14 00:00:00
CLM005269,POL001934,CUST002214,3229.23,APPROVED,2026-04-27,2026-05-12 23:00:00
CLM002245,POL001992,CUST002475,13153.34,APPROVED,2026-04-23,2026-05-14 00:00:00
CLM005594,POL001204,CUST000175,8946.44,REJECTED,2026-05-02,2026-05-11 01:00:00
CLM000890,POL001569,CUST002386,4858.72,APPROVED,2026-05-08,2026-05-14 00:00:00
CLM004869,POL001277,CUST000462,8871.65,APPROVED,2026-04-25,2026-05-14 00:00:00
CLM002305,POL000956,CUST002218,4448.24,APPROVED,2026-04-22,2026-05-14 00:00:00
CLM004494,POL000736,CUST000675,12546.8,APPROVED,2026-04-29,2026-05-14 00:00:00
CLM000447,POL001865,CUST001728,1045.92,CLOSED,2026-05-06,2026-05-14 00:00:00
CLM002608,POL000213,CUST000375,7877.28,APPROVED,2026-05-08,2026-05-14 00:00:00
CLM001675,POL001397,CUST000796,7466.6,CLOSED,2026-05-08,2026-05-14 00:00:00
CLM004178,POL001987,CUST000461,2359.13,APPROVED,2026-05-01,2026-05-14 00:00:00
CLM005032,POL000364,CUST002585,4993.95,CLOSED,2026-05-10,2026-05-12 22:00:00
CLM005434,POL001691,CUST000350,4591.54,PENDING,2026-05-14,2026-05-11 18:00:00
CLM000652,POL001238,CUST002397,12425.51,APPROVED,2026-05-02,2026-05-14 00:00:00
CLM005585,POL001531,CUST002978,2691.17,REJECTED,2026-05-06,2026-05-13 03:00:00
CLM003493,POL001141,CUST001600,3573.8,CLOSED,2026-04-22,2026-05-14 00:00:00
CLM000450,POL000605,CUST001291,2155.24,CLOSED,2026-05-03,2026-05-14 00:00:00
CLM005046,POL001783,CUST001512,3517.76,APPROVED,2026-04-26,2026-05-13 08:00:00
CLM003191,POL000694,CUST002771,8560.61,APPROVED,2026-05-08,2026-05-14 00:00:00
CLM002790,POL001210,CUST001987,1875.36,APPROVED,2026-04-28,2026-05-14 00:00:00
CLM005362,POL001563,CUST000178,7777.55,CLOSED,2026-04-29,2026-05-13 01:00:00
CLM005596,POL001366,CUST001203,9363.13,APPROVED,2026-05-05,2026-05-12 15:00:00
CLM005158,POL000562,CUST001620,779.43,REJECTED,2026-05-12,2026-05-12 21:00:00
CLM001641,POL000825,CUST000120,5155.45,APPROVED,2026-05-05,2026-05-14 00:00:00
CLM001277,POL001194,CUST001634,3155.13,APPROVED,2026-05-03,2026-05-14 00:00:00
CLM002124,POL001568,CUST000614,16082.74,CLOSED,2026-04-23,2026-05-14 00:00:00
CLM004503,POL001330,CUST001092,12466.61,CLOSED,2026-05-04,2026-05-14 00:00:00
CLM005613,POL001465,CUST002033,3470.34,CLOSED,2026-05-07,2026-05-13 14:00:00
CLM005462,POL000848,CUST002608,11263.53,APPROVED,2026-04-27,2026-05-13 01:00:00
CLM000326,POL001468,CUST000972,1956.62,CLOSED,2026-05-11,2026-05-14 00:00:00
CLM005497,POL000391,CUST000246,8705.19,PENDING,2026-04-28,2026-05-12 15:00:00
CLM005603,POL001873,CUST000303,2125.61,PENDING,2026-05-11,2026-05-13 02:00:00
CLM000195,POL001218,CUST000870,3486.05,APPROVED,2026-04-30,2026-05-14 00:00:00
CLM005697,POL001514,CUST001304,3404.87,REJECTED,2026-05-01,2026-05-11 11:00:00
CLM005618,POL001885,CUST000189,2932.19,CLOSED,2026-04-29,2026-05-13 16:00:00
CLM005384,POL001268,CUST002160,9951.76,CLOSED,2026-05-05,2026-05-12 11:00:00
CLM000403,POL001177,CUST001723,4320.43,CLOSED,2026-04-22,2026-05-14 00:00:00
CLM005155,POL000880,CUST000902,11110.72,PENDING,2026-05-11,2026-05-12 04:00:00
CLM005419,POL001233,CUST001653,13059.03,APPROVED,2026-05-07,2026-05-11 06:00:00
CLM005160,POL000480,CUST002867,6291.21,APPROVED,2026-04-25,2026-05-13 13:00:00
CLM005449,POL001674,CUST002277,406.06,APPROVED,2026-05-11,2026-05-12 00:00:00
CLM005765,POL001726,CUST001836,1854.67,APPROVED,2026-04-25,2026-05-12 22:00:00
CLM005168,POL000481,CUST001646,4238.1,APPROVED,2026-05-01,2026-05-12 01:00:00
CLM005045,POL001762,CUST001525,4490.59,CLOSED,2026-05-12,2026-05-12 11:00:00
CLM004152,POL001943,CUST000389,12948.76,APPROVED,2026-05-08,2026-05-14 00:00:00
CLM005133,POL001263,CUST002083,5371.0,APPROVED,2026-05-05,2026-05-11 09:00:00
CLM000213,POL001600,CUST000801,1427.26,CLOSED,2026-05-06,2026-05-14 00:00:00
CLM005204,POL000555,CUST002994,4990.0,APPROVED,2026-04-25,2026-05-12 22:00:00
CLM005778,POL001059,CUST000727,9098.45,APPROVED,2026-05-14,2026-05-12 21:00:00
CLM002893,POL001190,CUST000263,6350.48,CLOSED,2026-05-07,2026-05-14 00:00:00
CLM005608,POL001142,CUST000116,4009.24,APPROVED,2026-05-11,2026-05-11 03:00:00
CLM005633,POL000531,CUST002999,2683.85,APPROVED,2026-05-14,2026-05-12 18:00:00
CLM003336,POL001005,CUST000114,4843.23,APPROVED,2026-04-28,2026-05-14 00:00:00
CLM001119,POL000545,CUST000010,1285.37,APPROVED,2026-05-06,2026-05-14 00:00:00
CLM005036,POL001317,CUST002101,1476.8,CLOSED,2026-05-07,2026-05-12 15:00:00
CLM000696,POL000298,CUST000887,8361.24,APPROVED,2026-05-08,2026-05-14 00:00:00
CLM005121,POL000600,CUST002659,4740.61,REJECTED,2026-05-02,2026-05-11 05:00:00
CLM005382,POL000046,CUST001173,5147.31,PENDING,2026-05-05,2026-05-12 08:00:00
CLM005686,POL001871,CUST001703,8548.61,REJECTED,2026-05-11,2026-05-11 04:00:00
CLM002802,POL000832,CUST001948,7977.72,CLOSED,2026-05-09,2026-05-14 00:00:00
CLM002839,POL001399,CUST002622,3683.37,APPROVED,2026-05-02,2026-05-14 00:00:00
CLM003900,POL000223,CUST000534,1855.97,APPROVED,2026-05-06,2026-05-14 00:00:00
CLM004721,POL001891,CUST002043,9925.29,APPROVED,2026-05-04,2026-05-14 00:00:00
CLM005413,POL000827,CUST001016,1809.26,PENDING,2026-04-27,2026-05-13 04:00:00
CLM000173,POL001140,CUST000473,9641.86,CLOSED,2026-04-29,2026-05-14 00:00:00
CLM004600,POL000347,CUST002750,4146.15,APPROVED,2026-04-22,2026-05-14 00:00:00
CLM005769,POL001026,CUST001705,2555.05,REJECTED,2026-05-03,2026-05-12 22:00:00
CLM004636,POL000489,CUST000005,7885.0,CLOSED,2026-05-03,2026-05-14 00:00:00
CLM005386,POL001242,CUST002497,3322.23,APPROVED,2026-05-13,2026-05-13 10:00:00
CLM000184,POL000760,CUST000674,8213.41,APPROVED,2026-05-07,2026-05-14 00:00:00
CLM004225,POL001708,CUST001155,5449.84,APPROVED,2026-05-08,2026-05-14 00:00:00
CLM000767,POL001976,CUST002565,4566.55,APPROVED,2026-04-22,2026-05-14 00:00:00
CLM003180,POL001775,CUST001588,1109.72,CLOSED,2026-04-23,2026-05-14 00:00:00
CLM005630,POL001454,CUST000315,4145.05,APPROVED,2026-05-01,2026-05-12 04:00:00
CLM001168,POL000324,CUST002981,5376.05,CLOSED,2026-04-25,2026-05-14 00:00:00
CLM005352,POL000459,CUST000240,4724.24,REJECTED,2026-05-07,2026-05-13 23:00:00
CLM002894,POL001645,CUST000006,6934.86,APPROVED,2026-04-25,2026-05-14 00:00:00
CLM005733,POL000219,CUST001258,1898.67,REJECTED,2026-05-10,2026-05-13 09:00:00
CLM000471,POL001911,CUST001302,10377.4,APPROVED,2026-05-05,2026-05-14 00:00:00
CLM005087,POL000115,CUST001656,893.01,PENDING,2026-05-04,2026-05-12 00:00:00
CLM005356,POL001290,CUST000354,6881.58,APPROVED,2026-05-10,2026-05-12 02:00:00
CLM004781,POL000642,CUST000261,1875.84,APPROVED,2026-05-10,2026-05-14 00:00:00
CLM005169,POL001858,CUST000033,2829.11,PENDING,2026-05-10,2026-05-11 08:00:00
CLM005517,POL001926,CUST002827,3565.09,CLOSED,2026-05-11,2026-05-12 21:00:00
CLM005359,POL001616,CUST002617,8197.12,PENDING,2026-05-03,2026-05-13 18:00:00
CLM002627,POL001759,CUST001310,3643.59,APPROVED,2026-04-30,2026-05-14 00:00:00
CLM005708,POL001474,CUST002420,1985.36,APPROVED,2026-05-02,2026-05-12 23:00:00
CLM000724,POL001138,CUST002334,6413.53,CLOSED,2026-05-01,2026-05-14 00:00:00
CLM003840,POL001811,CUST000748,7869.39,APPROVED,2026-05-10,2026-05-14 00:00:00
CLM005625,POL001325,CUST002919,1895.56,REJECTED,2026-05-02,2026-05-12 23:00:00
CLM001382,POL000389,CUST000399,2363.1,APPROVED,2026-04-30,2026-05-14 00:00:00
CLM001179,POL000505,CUST001778,2522.05,CLOSED,2026-04-30,2026-05-14 00:00:00
CLM005797,POL001164,CUST002201,1297.81,PENDING,2026-04-28,2026-05-11 02:00:00
CLM000585,POL000953,CUST001992,10013.3,CLOSED,2026-04-27,2026-05-14 00:00:00
CLM000641,POL001194,CUST002512,3085.89,APPROVED,2026-05-11,2026-05-14 00:00:00
CLM000475,POL001399,CUST000011,6335.31,APPROVED,2026-05-06,2026-05-14 00:00:00
CLM000196,POL000795,CUST000486,8167.56,APPROVED,2026-04-28,2026-05-14 00:00:00
CLM002750,POL001475,CUST002038,10290.73,CLOSED,2026-05-06,2026-05-14 00:00:00
CLM005267,POL001323,CUST001676,3636.27,REJECTED,2026-05-02,2026-05-12 02:00:00
CLM000132,POL000894,CUST001550,12211.97,APPROVED,2026-05-08,2026-05-14 00:00:00
CLM003894,POL000573,CUST002958,15747.47,CLOSED,2026-04-27,2026-05-14 00:00:00
CLM003450,POL000545,CUST001955,13560.92,APPROVED,2026-04-24,2026-05-14 00:00:00
CLM001423,POL000204,CUST001596,399.95,CLOSED,2026-04-26,2026-05-14 00:00:00
CLM001125,POL000282,CUST000329,4881.88,APPROVED,2026-04-23,2026-05-14 00:00:00
CLM005173,POL001999,CUST001638,3610.65,APPROVED,2026-04-26,2026-05-13 13:00:00
CLM005762,POL001546,CUST001222,8775.69,CLOSED,2026-05-07,2026-05-12 01:00:00
CLM005624,POL001624,CUST000952,2071.46,APPROVED,2026-05-13,2026-05-11 15:00:00
CLM000568,POL000460,CUST000793,9593.15,CLOSED,2026-05-08,2026-05-14 00:00:00
CLM004516,POL001452,CUST001587,4139.11,APPROVED,2026-04-28,2026-05-14 00:00:00
CLM005589,POL001684,CUST001299,4135.84,PENDING,2026-05-09,2026-05-13 19:00:00
CLM005677,POL001826,CUST000347,7302.86,APPROVED,2026-05-10,2026-05-11 22:00:00
CLM001033,POL000961,CUST002618,7057.21,CLOSED,2026-04-26,2026-05-14 00:00:00
CLM005387,POL000761,CUST000760,9480.74,CLOSED,2026-04-27,2026-05-13 09:00:00
CLM005416,POL001507,CUST001009,1640.17,REJECTED,2026-05-09,2026-05-12 15:00:00
CLM005673,POL000257,CUST002755,6190.06,APPROVED,2026-04-25,2026-05-13 09:00:00
CLM005658,POL000452,CUST002119,2819.93,APPROVED,2026-04-27,2026-05-11 12:00:00
CLM005612,POL001925,CUST000964,3579.44,APPROVED,2026-05-05,2026-05-11 19:00:00
CLM005201,POL001871,CUST001785,3384.7,APPROVED,2026-05-03,2026-05-12 20:00:00
CLM005793,POL001853,CUST000263,1085.81,CLOSED,2026-05-02,2026-05-13 21:00:00
CLM005702,POL000395,CUST002012,3006.51,APPROVED,2026-05-13,2026-05-12 20:00:00
CLM000454,POL000730,CUST001974,2681.0,APPROVED,2026-04-24,2026-05-14 00:00:00
CLM001565,POL001178,CUST002444,3778.61,CLOSED,2026-04-27,2026-05-14 00:00:00
CLM005415,POL000500,CUST000740,9609.14,CLOSED,2026-05-07,2026-05-12 10:00:00
CLM004367,POL000354,CUST000796,9536.05,CLOSED,2026-05-02,2026-05-14 00:00:00
CLM005417,POL001047,CUST000201,3268.91,APPROVED,2026-05-11,2026-05-11 20:00:00
CLM002379,POL001951,CUST000737,8870.73,APPROVED,2026-04-23,2026-05-14 00:00:00
CLM005256,POL001875,CUST001338,4317.19,CLOSED,2026-04-28,2026-05-13 17:00:00
CLM005118,POL001323,CUST000138,3707.24,APPROVED,2026-05-08,2026-05-12 00:00:00
CLM001063,POL000845,CUST001075,5627.6,APPROVED,2026-04-26,2026-05-14 00:00:00
CLM005409,POL000568,CUST002007,3153.11,PENDING,2026-05-04,2026-05-11 10:00:00
CLM005004,POL001637,CUST002191,5163.53,APPROVED,2026-05-11,2026-05-11 21:00:00
CLM002212,POL000294,CUST000413,16733.01,APPROVED,2026-05-07,2026-05-14 00:00:00
CLM000357,POL000112,CUST001595,9545.68,APPROVED,2026-04-28,2026-05-14 00:00:00
CLM005572,POL001622,CUST001711,3223.74,CLOSED,2026-05-14,2026-05-13 13:00:00
CLM005549,POL001212,CUST000243,1196.26,APPROVED,2026-04-29,2026-05-11 01:00:00
CLM005482,POL000982,CUST002767,10719.13,REJECTED,2026-05-07,2026-05-12 02:00:00
CLM000501,POL001318,CUST002994,864.33,CLOSED,2026-05-03,2026-05-14 00:00:00
CLM001966,POL001530,CUST002245,1201.07,APPROVED,2026-05-09,2026-05-14 00:00:00
CLM005635,POL000932,CUST001262,1082.14,CLOSED,2026-05-05,2026-05-11 15:00:00
CLM003329,POL001133,CUST001364,1299.38,APPROVED,2026-04-27,2026-05-14 00:00:00
CLM000665,POL000794,CUST001562,452.92,APPROVED,2026-05-10,2026-05-14 00:00:00
CLM005459,POL001463,CUST001367,4655.57,APPROVED,2026-04-27,2026-05-12 08:00:00
CLM005300,POL001994,CUST000098,1446.57,PENDING,2026-05-02,2026-05-12 00:00:00
CLM005579,POL001441,CUST001274,2642.74,PENDING,2026-04-27,2026-05-11 15:00:00
CLM004680,POL001011,CUST000325,7071.57,APPROVED,2026-04-25,2026-05-14 00:00:00
CLM005188,POL000034,CUST000945,12727.09,PENDING,2026-05-06,2026-05-13 20:00:00
CLM005355,POL001563,CUST000305,12489.23,CLOSED,2026-05-06,2026-05-12 22:00:00
CLM005064,POL001301,CUST001371,442.55,APPROVED,2026-04-28,2026-05-12 03:00:00
CLM005735,POL001059,CUST002499,6930.21,PENDING,2026-04-25,2026-05-12 07:00:00
CLM005116,POL000576,CUST002934,986.08,APPROVED,2026-05-09,2026-05-12 22:00:00
CLM005390,POL001071,CUST001490,570.34,APPROVED,2026-04-29,2026-05-13 22:00:00
CLM005316,POL001651,CUST002805,5199.56,REJECTED,2026-05-12,2026-05-11 21:00:00
CLM001876,POL001823,CUST001038,4784.98,APPROVED,2026-04-22,2026-05-14 00:00:00
CLM001013,POL001114,CUST000093,8799.29,APPROVED,2026-04-28,2026-05-14 00:00:00
CLM005039,POL000360,CUST002532,4434.88,PENDING,2026-05-09,2026-05-12 04:00:00
CLM005132,POL001475,CUST002744,4414.56,APPROVED,2026-05-05,2026-05-12 18:00:00
CLM004970,POL000318,CUST001584,6792.48,APPROVED,2026-04-28,2026-05-14 00:00:00
CLM005139,POL000630,CUST002929,11334.56,PENDING,2026-05-06,2026-05-12 14:00:00
CLM004072,POL000734,CUST002095,8057.02,APPROVED,2026-04-28,2026-05-14 00:00:00
CLM005283,POL001852,CUST000978,714.72,APPROVED,2026-04-30,2026-05-12 12:00:00
CLM005393,POL000637,CUST002365,2812.65,APPROVED,2026-05-03,2026-05-12 14:00:00
CLM003898,POL001756,CUST001807,5217.02,APPROVED,2026-04-26,2026-05-14 00:00:00
CLM005558,POL000154,CUST001340,5018.39,PENDING,2026-05-07,2026-05-11 04:00:00
CLM005719,POL001103,CUST001957,3991.51,APPROVED,2026-05-09,2026-05-13 14:00:00
CLM001147,POL001991,CUST002270,8137.87,APPROVED,2026-04-29,2026-05-14 00:00:00
CLM000378,POL001896,CUST001147,3842.54,APPROVED,2026-05-07,2026-05-14 00:00:00
CLM002611,POL000022,CUST001915,15905.2,CLOSED,2026-04-30,2026-05-14 00:00:00
CLM005682,POL000297,CUST001460,2809.04,PENDING,2026-05-06,2026-05-13 16:00:00
CLM003376,POL000186,CUST000598,2390.34,APPROVED,2026-05-05,2026-05-14 00:00:00
CLM003363,POL000793,CUST002272,8282.88,APPROVED,2026-05-11,2026-05-14 00:00:00
CLM005455,POL001525,CUST001877,6564.59,PENDING,2026-05-04,2026-05-12 20:00:00
CLM005117,POL000786,CUST001851,2180.2,APPROVED,2026-05-12,2026-05-12 22:00:00
CLM004809,POL001446,CUST002280,2440.55,APPROVED,2026-04-30,2026-05-14 00:00:00
CLM004287,POL001369,CUST002140,709.85,APPROVED,2026-04-22,2026-05-14 00:00:00
CLM005360,POL000289,CUST000741,10860.48,APPROVED,2026-04-29,2026-05-13 23:00:00
CLM005156,POL001185,CUST002703,9032.5,APPROVED,2026-05-08,2026-05-12 08:00:00
CLM005337,POL001220,CUST001277,1884.83,APPROVED,2026-05-08,2026-05-13 12:00:00
CLM005080,POL001574,CUST001074,1365.47,CLOSED,2026-04-27,2026-05-13 00:00:00
CLM002173,POL001087,CUST002937,2414.78,CLOSED,2026-04-23,2026-05-14 00:00:00
CLM005057,POL000309,CUST001900,1027.24,PENDING,2026-05-08,2026-05-12 19:00:00
CLM005465,POL001673,CUST002917,3676.85,REJECTED,2026-05-05,2026-05-13 20:00:00
CLM000306,POL000002,CUST001935,10679.48,CLOSED,2026-05-03,2026-05-14 00:00:00
CLM005485,POL001295,CUST000937,3132.82,PENDING,2026-05-06,2026-05-12 19:00:00
CLM001649,POL000527,CUST001400,4181.5,APPROVED,2026-04-24,2026-05-14 00:00:00
CLM005161,POL001464,CUST000026,1846.83,CLOSED,2026-05-13,2026-05-13 03:00:00
CLM005774,POL000562,CUST000683,6315.28,APPROVED,2026-04-28,2026-05-13 15:00:00
CLM005240,POL000811,CUST001774,3782.34,CLOSED,2026-05-03,2026-05-12 02:00:00
CLM005104,POL001092,CUST000208,3089.26,PENDING,2026-05-01,2026-05-11 20:00:00
CLM002718,POL001372,CUST001135,5716.88,APPROVED,2026-04-27,2026-05-14 00:00:00
CLM004035,POL000971,CUST000047,9091.21,CLOSED,2026-04-27,2026-05-14 00:00:00
CLM005712,POL000373,CUST000656,3384.77,PENDING,2026-05-10,2026-05-12 16:00:00
CLM005265,POL001576,CUST000386,2973.84,PENDING,2026-04-27,2026-05-11 17:00:00
CLM004132,POL001218,CUST002600,9481.42,APPROVED,2026-05-07,2026-05-14 00:00:00
CLM005009,POL001961,CUST000378,4748.33,PENDING,2026-04-27,2026-05-12 11:00:00
CLM003504,POL000543,CUST002388,4908.63,APPROVED,2026-05-07,2026-05-14 00:00:00
CLM003613,POL001389,CUST000580,6591.95,APPROVED,2026-04-26,2026-05-14 00:00:00
CLM005212,POL001652,CUST002571,3067.24,CLOSED,2026-05-03,2026-05-11 18:00:00
CLM003039,POL001957,CUST000081,7277.43,APPROVED,2026-05-06,2026-05-14 00:00:00
CLM005111,POL000930,CUST001839,3546.59,APPROVED,2026-05-09,2026-05-12 00:00:00
CLM005223,POL001435,CUST001392,2528.0,PENDING,2026-04-25,2026-05-13 17:00:00
CLM000623,POL001862,CUST000723,13349.67,APPROVED,2026-04-24,2026-05-14 00:00:00
CLM004176,POL001328,CUST001322,12629.28,APPROVED,2026-05-05,2026-05-14 00:00:00
CLM002464,POL000264,CUST001727,885.68,CLOSED,2026-04-29,2026-05-14 00:00:00
CLM003565,POL000284,CUST001308,5810.26,APPROVED,2026-05-08,2026-05-14 00:00:00
CLM005616,POL001061,CUST000077,11236.49,APPROVED,2026-05-08,2026-05-13 20:00:00
CLM005714,POL000604,CUST002275,6235.45,PENDING,2026-04-27,2026-05-11 04:00:00
CLM001537,POL000204,CUST002588,3400.21,CLOSED,2026-05-04,2026-05-14 00:00:00
CLM004263,POL001737,CUST002656,1896.79,CLOSED,2026-05-03,2026-05-14 00:00:00
CLM000930,POL001853,CUST000307,3889.49,APPROVED,2026-04-30,2026-05-14 00:00:00
CLM005699,POL001667,CUST002816,2856.3,PENDING,2026-05-10,2026-05-11 20:00:00
CLM003127,POL000260,CUST000402,9914.93,APPROVED,2026-04-23,2026-05-14 00:00:00
CLM004884,POL001367,CUST000566,1651.45,CLOSED,2026-05-05,2026-05-14 00:00:00
CLM005026,POL001799,CUST000426,3884.04,CLOSED,2026-05-08,2026-05-11 16:00:00
CLM005599,POL001762,CUST000335,8218.58,CLOSED,2026-05-13,2026-05-12 05:00:00
CLM005757,POL001646,CUST001511,6384.14,CLOSED,2026-05-09,2026-05-11 18:00:00
CLM005330,POL000300,CUST002541,19075.01,REJECTED,2026-05-11,2026-05-13 14:00:00
CLM005432,POL001515,CUST000790,911.44,APPROVED,2026-05-09,2026-05-12 02:00:00
CLM003485,POL001233,CUST002878,4502.92,APPROVED,2026-04-22,2026-05-14 00:00:00
CLM001059,POL001021,CUST002278,2540.28,APPROVED,2026-05-07,2026-05-14 00:00:00
CLM001983,POL000137,CUST000215,4785.52,APPROVED,2026-05-09,2026-05-14 00:00:00
CLM005143,POL001223,CUST001854,5067.98,APPROVED,2026-05-06,2026-05-12 14:00:00
CLM001459,POL001254,CUST002500,8748.05,APPROVED,2026-05-02,2026-05-14 00:00:00
CLM004956,POL001205,CUST000067,9280.59,APPROVED,2026-05-08,2026-05-14 00:00:00
CLM002982,POL000969,CUST000046,8685.47,APPROVED,2026-05-04,2026-05-14 00:00:00
CLM005247,POL001364,CUST002981,8958.12,PENDING,2026-05-10,2026-05-12 22:00:00
CLM000861,POL000958,CUST000199,3231.48,APPROVED,2026-04-24,2026-05-14 00:00:00
CLM005759,POL001966,CUST002091,8113.38,APPROVED,2026-05-08,2026-05-12 02:00:00
CLM002782,POL001739,CUST000772,4277.97,APPROVED,2026-05-06,2026-05-14 00:00:00
CLM004538,POL000630,CUST000566,9123.67,APPROVED,2026-05-05,2026-05-14 00:00:00
CLM005584,POL001011,CUST000812,6032.94,PENDING,2026-05-04,2026-05-11 05:00:00
CLM005581,POL000849,CUST002557,1022.55,APPROVED,2026-05-01,2026-05-13 09:00:00
CLM005207,POL001910,CUST001280,6846.23,APPROVED,2026-05-12,2026-05-12 04:00:00
CLM005429,POL000423,CUST000292,3724.04,APPROVED,2026-05-02,2026-05-11 06:00:00
CLM005146,POL001273,CUST000980,7348.78,APPROVED,2026-05-07,2026-05-13 20:00:00
CLM005537,POL000824,CUST001381,678.6,PENDING,2026-05-14,2026-05-11 03:00:00
CLM002859,POL001421,CUST001772,2306.03,CLOSED,2026-05-07,2026-05-14 00:00:00
CLM005636,POL000757,CUST001889,6389.93,APPROVED,2026-05-04,2026-05-13 07:00:00
CLM005065,POL001313,CUST002028,5761.1,CLOSED,2026-05-04,2026-05-12 08:00:00
CLM002836,POL000993,CUST002874,6138.91,APPROVED,2026-05-06,2026-05-14 00:00:00
CLM000413,POL001024,CUST002150,5655.98,CLOSED,2026-04-30,2026-05-14 00:00:00
CLM004493,POL000363,CUST001092,5361.55,APPROVED,2026-04-24,2026-05-14 00:00:00
CLM000951,POL001876,CUST000732,3825.32,APPROVED,2026-04-23,2026-05-14 00:00:00
CLM003026,POL001809,CUST000516,5235.94,APPROVED,2026-04-28,2026-05-14 00:00:00
CLM005750,POL001845,CUST002381,3177.96,APPROVED,2026-05-09,2026-05-13 10:00:00
CLM005582,POL000799,CUST000610,10853.88,PENDING,2026-05-07,2026-05-11 23:00:00
CLM003314,POL000585,CUST001987,4460.05,CLOSED,2026-05-02,2026-05-14 00:00:00
CLM005113,POL000582,CUST002411,7730.15,CLOSED,2026-05-03,2026-05-12 15:00:00
